Job Number,Job Name,Storage Location
2800027048,"HOME DEPOT, THE #3908,OKLAHOMA CITY/3900",1341
2800027094,"HOME DEPOT, THE #3016,KANSAS CITY/3900",1344
2800027096,"LOCKHEED MARTIN AERONAUTIC,FORT WORTH/39",1345
2800027204,"NORTH AMERICAN PIPE-WICHIT,WICHITA FALLS",1358
2800027237,"HOME DEPOT, THE #3024,BLUE SPRINGS/3900",1361
2800027277,"HOME DEPOT, THE #537,EULESS/3900",1362
2800027355,"PETERBILT-PPAP LAB OFFICE,DENTON/3900",1367
2800027356,"PETERBILT-QA OFFICE,DENTON/3900",1368
2800027357,"PETERBILT - MAINTENANCE,DENTON/3900",1369
2800027398,"PETERBILT ITD STORAGE, DENTON/3900",1372
2800027408,"COSTCO,SOUTHLAKE/3900",1374
2800027559,"FLEXTRONICS INTERNATIONAL,AUSTIN/3900",1383
2800027574,"KROGER 035-567,MCKINNEY/3900",1385
2800027744,"HOME DEPOT, THE #3021,KANSAS CITY/3900",1393
2800028070,"PETERBILT MOTORS CO,DENTON/3900",1409
2800028272,"LOCKHEED MARTIN BOOTH 5,FORT WORTH/3900",1421
2800028470,"HOME DEPOT, THE #6526,KILLEEN/3900",1429
2800028548,"PETERBILT FRAME KIT,DENTON/3900",1431
2800028686,"PETERBILT MOTORS,DENTON/3900",1435
2800028989,"DSW #29638,DENTON/3900",1452
2800029148,"TRACTOR SUPPLY #1159,AMARILLO/3900",1459
2800029366,"TRACTOR SUPPLY #287,WACO/3900",1470
2800029368,"TRACTOR SUPPLY #409,WAXAHACHIE/3900",1471
2800029370,"TRACTOR SUPPLY #603,GRAHAM/3900",1473
2800029450,"TSC #1330,VAN BUREN/3900",1476
2800029451,"TSC #1967,GILMER/3900",1477
2800030029,"CUMMINS INC.,DALLAS/3900",1496
2800030228,"KROGER 034-585 FLOWER MOUN,FLOWER MOUND/",1502
2800030396,"KROGER 209,MESQUITE/3900",1508
2800030917,"PETERBILT MOTORS CO,DENTON/3900",1522
2800030938,"KROGER 528,DALLAS/3900",1523
2800031063,"DILLONS 615-088,TOPEKA/3900",1528
2800031175,"KROGER #35-535,FORT WORTH/3900",1536
2800031360,"KROGER 034-456 FLOWER MOUN,FLOWER MOUND/",1545
2800031415,"KROGER 035-403,GARLAND/3900",1547
2800031417,"KROGER 035-209,MESQUITE/3900",1548
2800031595,"LOCKHEED MARTIN,FORT WORTH/3900",1555
2800031670,"TARGET,MIDLAND/3900",1559
2800031671,"TARGET,KANSAS CITY/3900",1560
2800031720,"TARGET,AUSTIN/3900",1561
2800031754,"TARGET,JOPLIN/3900",1564
2800031887,"KROGER 035-516,KELLER/3900",1565
2800031932,"HOME DEPOT #6830,WACO/3900",1568
2800032314,"KROGER 035-526,RICHARDSON/3900",1578
2800032401,"TARGET,OKLAHOMA CITY/3900",1580
2800032580,"TARGET T0083,LUBBOCK/3900",1595
2800032612,"TARGET,TULSA/3900",1598
2800032719,"INTERLINK NETWORK SERVICES,DALLAS/3900",1599
2800032722,"CONN'S,DENTON/3900",1600
2800032897,"CHIPOTLE DML PO 66,AURORA/3900",1605
2800033115,"MCCOY HANGAR,SAN MARCOS/3900",1611
2800033147,"WALMART DISTRIBUTION CTR.,CLEBURNE/3900",1612
2800033373,"KROGER #570,DENTON/3900",1617
2800033465,"KROGER 035-529 DALLAS,DALLAS/3900",1623
2800033466,"KROGER STORE 035-533,SHREVEPORT/3900",1625
